fact_id,qid,name_a_dev,name_a_lat,name_b_dev,name_b_lat,dev_lang,relation_tier,relation_tier_num,name_b_dev_source,name_b_lat_source,generated_lat,occupation_qids,country_qids,review_method,corpus_batch,split,origin
q3532499,Q3532499,मलिंदा वर्णपुरा,Malinda Warnapura,बसनायके शलित मलिंदा वर्णपुरा,Basnayake Shalith Malinda Warnapura,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q4967983,Q4967983,ब्रिजल पटेल,Brijal Patel,ब्रिजल जगदीश पटेल,Brijal Jagdish Patel,mr,alias_observed,3,alias,alias,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q42398,Q42398,मिखाईल शोलोखोव,Mikhail Sholokhov,मिखाईल अलेकसांद्रोविच शोलोखोव,Mikhail Aleksandrovich Sholokhov,mr,alias_observed,3,alias,alias,False,Q12144794|Q15949613|Q1930187|Q28389|Q36180|Q49757|Q6625963|Q82955,Q15180|Q34266,same-QID observed-name provenance + lexical audit,extension,,foreign
q7375924,Q7375924,रूबेल होसेन,Rubel Hossen,मोहम्मद रुबेल होस्सैन,Mohammad Rubel Hossain,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q3528235,Q3528235,अनिल दलपत,Anil Dalpat,अनिल दलपत सोनावरिया,Anil Dalpat Sonavaria,mr,alias_observed,3,alias,alias,False,Q12299841,Q843,same-QID observed-name provenance + lexical audit,extension,,foreign
q12140927,Q12140927,परास्का प्लिट्का-होरिट्सविट,Paraska Plytka-Horytsvit,परस्का प्लाइत्का,Paraska Plytka,mr,alias_observed,3,alias,alias,False,Q1028181|Q1371378|Q33231|Q36180|Q49757,Q15180|Q207272|Q212,same-QID observed-name provenance + lexical audit,extension,,foreign
q319491,Q319491,शाहिद कपूर,Shahid Kapur,शाहिद खत्तर,Shahid Khattar,mr,alias_observed,3,alias,alias,False,Q10800557|Q33999|Q4610556|Q5716684,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q296188,Q296188,इगोर सेम्शोव,Igor Semshov,इगोर पेत्रोविच सेम्शोव,Igor Petrovich Semshov,mr,alias_observed,3,alias,alias,False,Q628099|Q937857,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q136289912,Q136289912,सुदान,Sudan,सुदन गुरुङ,Sudan Gurung,mr,alias_observed,3,alias,label,False,Q130857|Q131524|Q82955|Q8359428,Q837,same-QID observed-name provenance + lexical audit,extension,,foreign
q196617,Q196617,मौलाना अबुल कलाम आजाद,Maulana Abul Kalam Azad,मौलाना आजाद,Maulana Azad,mr,alias_observed,3,alias,alias,False,Q124634459|Q15982858|Q1930187|Q2248623|Q30242234|Q36180|Q6090396|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q38393,Q38393,आशा भोसले,Asha Bhosle,आशा भोंषले,Asha Bhonsale,mr,alias_observed,3,alias,alias,False,Q10800557|Q1755412|Q177220|Q33999|Q36834|Q639669|Q855091,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q48283,Q48283,युलिया तिमोशेन्को,Yulia Tymoshenko,युलिआ वोलोदिमिरिव्ना तिमोशेन्को,Yulia Volodymyrivna Tymoshenko,mr,alias_observed,3,alias,alias,False,Q131524|Q188094|Q82955,Q15180|Q212,same-QID observed-name provenance + lexical audit,extension,,foreign
q3531286,Q3531286,प्रसन्ना जयवर्दने,Prasanna Jayawardene,हेवासांदात्चिगे असिरी प्रसन्ना विश्वनाथ जयवर्दने,Hewasandatchige Asiri Prasanna Wishvanath Jayawardene,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q233289,Q233289,अटल बिहारी वाजपयी,Atal Bihari Vajpayee,अटल,Atal,mr,alias_observed,3,alias,alias,False,Q1930187|Q36180|Q49757|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q315674,Q315674,एगिदियो अरेवालो,Egidio Arevalo,एगिदियो अरेवालो रियोस,Egidio Arévalo Rios,mr,alias_observed,3,alias,label,False,Q937857,Q77|Q96,same-QID observed-name provenance + lexical audit,extension,,foreign
q3528375,Q3528375,जहांगीर आलम तालुकदार,Jahangir Alam Talukdar,मोहम्मद जहांगीर आलम तालुकदार,Mohammad Jahangir Alam Talukdar,mr,alias_observed,3,alias,alias,False,Q12299841,Q843|Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q737645,Q737645,कुमार चोक्षनादा संघकारा,Kumar Chokshanada Sangakkara,कुमार संगक्कारा,Kumar Sangakkara,mr,alias_observed,3,alias,label,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3523393,Q3523393,दिमित्री मस्कारेन्हास,Dimitri Mascarenhas,एड्रियन डीमित्री मास्कारेन्हास,Adrian Dimitri Mascarenhas,mr,alias_observed,3,alias,alias,False,Q12299841,Q664,same-QID observed-name provenance + lexical audit,extension,,foreign
q192064,Q192064,स्वेतलाना अलेक्झांद्रोव्ना कुझ्नेत्सोवा,Svetlana Aleksandrovna Kuznetsova,स्वेत्लाना कुझ्नेत्सोवा,Svetlana Kuznetsova,mr,alias_observed,3,alias,label,False,Q10833314,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q3529840,Q3529840,हेमंता बोटेजु,Hemantha Boteju,जयवर्दने वेलतंत्रिगे हेमंता देवप्रिय बोटेजु,Jayawardene Welathanthrige Hemantha Devapriya Boteju,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3529650,Q3529650,प्रमोद्य विक्रमसिंगे,Pramodya Wickramasinghe,गल्लगे प्रमोद्य विक्रमसिंगे,Gallage Pramodya Wickramasinghe,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3381745,Q3381745,सुहरावदी शुवो,Suhrawadi Shuvo,मोहम्मद सुहरावदी शुवो,Mohammad Suhrawadi Shuvo,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q46602,Q46602,इव्हान बुनिन,Ivan Bunin,इव्हान अलेक्सेयेविच बुनिन,Ivan Alekseyevich Bunin,mr,alias_observed,3,alias,alias,False,Q115784320|Q12144794|Q214917|Q333634|Q36180|Q49757,Q142|Q34266,same-QID observed-name provenance + lexical audit,extension,,foreign
q1397496,Q1397496,ओरेस्ट ख्वोल्सन,Orest Khvolson,ओरेस्ट दानिलोविच ख्वोल्सन,Orest Danilovich Khvolson,mr,alias_observed,3,alias,alias,False,Q169470|Q2310145|Q752129,Q15180|Q34266,same-QID observed-name provenance + lexical audit,extension,,foreign
q315633,Q315633,कार्लोस सलिनास,Carlos Salinas,कार्लोस सलिनास दि गोर्तारी,Carlos Salinas de Gortari,mr,alias_observed,3,alias,label,False,Q188094|Q82955,Q29|Q96,same-QID observed-name provenance + lexical audit,extension,,foreign
q312557,Q312557,वराहगिरी वेंकट गिरी,Varahagiri Venkata Giri,वी. वी. गिरी,V. V. Giri,mr,alias_observed,3,alias,label,False,Q15627169|Q36180|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3345562,Q3345562,मोइन खान,Moin Khan,मोहम्मद मोइन खान,Muhammad Moin Khan,mr,alias_observed,3,alias,alias,False,Q12299841,Q843,same-QID observed-name provenance + lexical audit,extension,,foreign
q34105,Q34105,होस्नी मुबारक,Hosni Mubarak,मोहम्मद होस्नी मुबारक,Mohammed Hosni Mobarak,mr,alias_observed,3,alias,alias,False,Q189290|Q2095549|Q30461|Q42178|Q47064|Q82955,Q124943|Q170468|Q3087763|Q79,same-QID observed-name provenance + lexical audit,extension,,foreign
q3529612,Q3529612,चनका वेलेगेदारा,Chanaka Welegedara,उदा वलाव्वे महिम बंदरलगे चनका असांका वेलेगेदारा,Uda Walawwe Mahim Bandaralage Chanaka Asanka Welegedara,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3529726,Q3529726,अशोका डी सिल्वा,Asoka de Silva,एल्लावलकंकणनमगे अशोका रणजित डी सिल्वा,Ellawalakankanamge Asoka Ranjit De Silva,mr,alias_observed,3,alias,alias,False,Q12299841|Q2143894,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q48544,Q48544,कोसिमो दे मेदिची,Cosimo de' Medici,कोसिमो दि जियोव्हानी दे मेदिची,Cosimo di Giovanni de' Medici,mr,alias_observed,3,alias,alias,False,Q15472169|Q193391|Q806798|Q82955,Q2044,same-QID observed-name provenance + lexical audit,extension,,foreign
q3610406,Q3610406,रोशन गुणरत्ने,Roshan Guneratne,रोशन पुण्यजित विजेसिंघे गुणरत्ने,Roshan Punyajith Wijesinghe Guneratne,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q156844,Q156844,गेतुलियो व्हार्गास,Getulio Vargas,गेतुलियो दोर्नेलेस व्हार्गास,Getúlio Dornelles Vargas,mr,alias_observed,3,alias,alias,False,Q40348|Q82955,Q155,same-QID observed-name provenance + lexical audit,extension,,foreign
q185085,Q185085,मिगेल दि उनामुनो,Miguel de Unamuno,मिगेल दि उनामुनो इ युगो,Miguel de Unamuno y Jugo,mr,alias_observed,3,alias,alias,False,Q11774202|Q1622272|Q214917|Q36180|Q4263842|Q4964182|Q49757|Q6625963|Q82955,Q29,same-QID observed-name provenance + lexical audit,extension,,foreign
q273866,Q273866,अबोलहसन बनीसद्र,Abolhassan Banisadr,अबोल हस्सन बानि-सादर,Abul-Hassan Bani-Sadr,mr,alias_observed,3,alias,alias,False,Q11774202|Q188094|Q1930187|Q3155377|Q36180|Q82955,Q107258515|Q794,same-QID observed-name provenance + lexical audit,extension,,foreign
q3530628,Q3530628,दिनुशा फर्नान्डो,Dinusha Fernando,कंदना अराच्चिगे दिनुशा मनोज फर्नान्डो,Kandana Arachchige Dinusha Manoj Fernando,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3531144,Q3531144,डेविड ओबुया,David Obuya,डेविड ओलुओच ओबुया,David Oluoch Obuya,mr,alias_observed,3,alias,alias,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q235454,Q235454,के.आर. नारायणन,K. R. Narayanan,कोचेरिल रमण नारायणन,Kocheril Raman Narayanan,mr,alias_observed,3,alias,alias,False,Q193391|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q232451,Q232451,माधुरी दीक्षित,Madhuri Dixit,माधुरी दीक्षित नेने,Madhuri Dixit Nene,mr,alias_observed,3,alias,alias,False,Q10800557|Q33999|Q5716684,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q1316,Q1316,सद्दाम हुसेन,Saddam Hussein,सद्दाम हुसैन अब्द अल-माजिद अल-तिक्रिती,Saddam Hussein Abd al-Majid al-Tikriti,mr,alias_observed,3,alias,alias,False,Q125804073|Q36180|Q47064|Q6625963|Q82955,Q149805|Q3041595|Q3108185|Q796,same-QID observed-name provenance + lexical audit,extension,,foreign
q6481681,Q6481681,लमेक ओन्यंगो,Lameck Onyango,लमेक ओन्यंगो न्गोचे,Lameck Onyango Ngoche,mr,alias_observed,3,alias,alias,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q270691,Q270691,श्रीदेवी,Sridevi,श्रीदेवी कपूर,Sridevi Kapoor,mr,alias_observed,3,alias,alias,False,Q10800557|Q13235160|Q3282637|Q33999,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3530582,Q3530582,रोहन जयसेकरा,Rohan Jayasekera,रोहन स्टॅन्ली अमरसिरिवर्दने जयसेकरा,Rohan Stanley Amarasiriwardene Jayasekera,mr,alias_observed,3,alias,alias,False,Q12299841,Q16|Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q87075035,Q87075035,अण्णा बोरिसिव्हाना शरिहिना,Anna Borysivna Sharyhina,अण्णा शरिहिना,Anna Sharyhina,mr,alias_observed,3,alias,label,False,Q19509201,Q212,same-QID observed-name provenance + lexical audit,extension,,foreign
q8867,Q8867,गे औलेंती,Gae Aulenti,गेताना औलेंती,Gaetana Aulenti,mr,alias_observed,3,alias,alias,False,Q11455387|Q11613590|Q1323191|Q2133309|Q2707485|Q42973|Q5322166,Q172579|Q38,same-QID observed-name provenance + lexical audit,extension,,foreign
q30876,Q30876,यश चोप्रा,Yash Chopra,यश राज चोप्रा,Yash Raj Chopra,mr,alias_observed,3,alias,alias,False,Q2526255|Q28389|Q3282637|Q3455803,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q230874,Q230874,अण्णा हजारे,Anna Hazare,किसन बाबुराव हजारे,Kisan Baburao Hazare,mr,alias_observed,3,alias,alias,False,Q1476215|Q16611574|Q2306091|Q3242115|Q3578589,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q1232736,Q1232736,दिमित्री व्हिक्टोरोविच अनोसोव्ह,Dmitri Victorovich Anosov,दिमित्री अनोसोव्ह,Dmitri Anosov,mr,alias_observed,3,alias,label,False,Q170790,Q15180|Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q148109,Q148109,सुब्रह्मण्यन् चन्द्रशेखर,Subrahmanyan Chandrasekhar,चंद्रशेखर सुब्रमण्यम,Chandrasekhar Subrahmanyan,mr,alias_observed,3,alias,alias,False,Q11063|Q1622272|Q169470|Q170790|Q752129,Q129286|Q30|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3345604,Q3345604,अक्रम खान,Akram Khan,मोहम्मद अक्रम हुसेन खान,Mohammad Akram Hussain Khan,mr,alias_observed,3,alias,alias,False,Q12299841,Q843|Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q439635,Q439635,अब्दुल रहिम अयेव,Abdul Rahim Ayew,अब्दुल इब्राहिम अयेव,Abdul Ibrahim Ayew,mr,alias_observed,3,alias,alias,False,Q937857,Q117,same-QID observed-name provenance + lexical audit,extension,,foreign
q231690,Q231690,डॉ.बाबासाहेब आंबेडकर,Dr. Babasaheb Ambedkar,बाबासाहेब,Babasaheb,mr,alias_observed,3,alias,alias,False,Q1021386|Q1028181|Q10429346|Q11774202|Q121594|Q1234713|Q1238570|Q12859263|Q1476215|Q15958642|Q16323111|Q16611574|Q17351648|Q185351|Q188094|Q18814623|Q1930187|Q201788|Q22336956|Q2306091|Q28692502|Q30242234|Q3242115|Q36180|Q40348|Q4773904|Q4964182|Q63676514|Q64711780|Q77844028|Q808967|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3530532,Q3530532,निरोशन बंदरतिलके,Niroshan Bandaratilleke,मापा रल्ललगे चंडिमा निरोशन बंदरतिलके,Mapa Rallalage Chandima Niroshan Bandaratilleke,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3529603,Q3529603,ब्रेन्डन कुरुप्पु,Brendon Kuruppu,डॉन शारदा ब्रेन्डन प्रियंता कुरुप्पु,Don Sardha Brendon Priyantha Kuruppu,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3520028,Q3520028,उपुल चंदना,Upul Chandana,उमागिलिया दुरागे उपुल चंदना,Umagiliya Durage Upul Chandana,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q330970,Q330970,अनुष्का शेट्टी,Anushka Shetty,अनुष्का,Anushka,mr,alias_observed,3,alias,alias,False,Q33999|Q4610556,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q8597,Q8597,अकबर,Akbar,जलाल-उद-दीन मुहम्मद अकबर,Jalal-ud-Din Muhammad Akbar,mr,alias_observed,3,alias,alias,False,Q116,,same-QID observed-name provenance + lexical audit,extension,,foreign
q3531610,Q3531610,कोलिन्स ओबुया,Collins Obuya,कॉलिन्स ओमोन्डी ओबुया,Collins Omondi Obuya,mr,alias_observed,3,alias,alias,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q111772343,Q111772343,बालेन शाह,Balen Shah,बालेंद्र शाह,Balendra Shah,mr,alias_observed,3,alias,label,False,Q2252262|Q2305987|Q82955,Q837,same-QID observed-name provenance + lexical audit,extension,,foreign
q162708,Q162708,ज्याँ-बेडेल बोकासा,Jean-Bedel Bokassa,सलाह एद्दिन अहमद बोकासा,Salah Eddine Ahmed Bokassa,mr,alias_observed,3,alias,alias,False,Q189290|Q2159907|Q2304859|Q82955,Q142|Q189988|Q929,same-QID observed-name provenance + lexical audit,extension,,foreign
q202054,Q202054,कैसुके होंडा,Keisuke Honda,होंडा कैसुके,Honda Keisuke,mr,alias_observed,3,alias,alias,False,Q1366909|Q628099|Q937857,Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q298448,Q298448,गोखन इनलेर,Gokhan Inler,गोखन इन्लेर,Gökhan İnler,mr,alias_observed,3,alias,label,False,Q937857,Q39|Q43,same-QID observed-name provenance + lexical audit,extension,,foreign
q299542,Q299542,डेरेक बोआटेंग,Derek Boateng,डेरेक ओवुसु बोआटेंग,Derek Owusu Boateng,mr,alias_observed,3,alias,alias,False,Q937857,Q117,same-QID observed-name provenance + lexical audit,extension,,foreign
q315579,Q315579,कैफु तोशिकी,Kaifu Toshiki,तोशिकी कैफु,Toshiki Kaifu,mr,alias_observed,3,alias,label,False,Q82955,Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q333443,Q333443,अमरीश पुरी,Amrish Puri,अमरीश पूरी,Amrishlal Puri,mr,alias_observed,3,alias,alias,False,Q10800557|Q2259451|Q33999,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q46896,Q46896,झ्लाटन इब्राहिमोविच,Zlatan Ibrahimovic,ज्लाटन इब्रहिमोविक,Zlatan Ibrahimović,mr,alias_observed,3,alias,label,False,Q33999|Q937857,Q34,same-QID observed-name provenance + lexical audit,extension,,foreign
q55780,Q55780,समर्थ रामदास स्वामी,Samarth Ramdas Swami,रामदास स्वामी,Ramdas Swami,mr,alias_observed,3,alias,alias,False,Q36180|Q49757,,same-QID observed-name provenance + lexical audit,extension,,foreign
q735128,Q735128,हाशिम अमला,Hashim Amla,हाशिम महोमद अमला,Hashim Mahomed Amla,mr,alias_observed,3,alias,alias,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q3530730,Q3530730,तिलिन कंदंबी,Thilina Kandamby,सहान हेवा तिलिन कंदंबी,Sahan Hewa Thilina Kandambi,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q560267,Q560267,आना चक्वेताद्झे,Anna Chakvetadze,आना जाम्बुलिलोव्ना चक्वेताद्झे,Anna Djambuliovna Chakvetadze,mr,alias_observed,3,alias,alias,False,Q10833314|Q2986228,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q297950,Q297950,रामस्वामी वेंकटरमण,Ramaswamy Venkataraman,आर. वेंकटरमण,R. Venkataraman,mr,alias_observed,3,alias,label,False,Q16533|Q18814623|Q40348|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q179852,Q179852,लियो एसाकी,Leo Esaki,रेओना एसाकी,Reona Esaki,mr,alias_observed,3,alias,alias,False,Q169470,Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q3531361,Q3531361,थिलन समरवीरा,Thilan Samaraweera,थिलन थुसारा समरवीरा,Thilan Thusara Samaraweera,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q191736,Q191736,निकोलाय डेव्हिडेन्को,Nikolay Davydenko,निकोलाय व्लादिमिरोविच डेव्हिडेन्को,Nikolay Vladimirovich Davydenko,mr,alias_observed,3,alias,alias,False,Q10833314,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q1425,Q1425,ट्राजान,Trajan,त्रायानुस,Traianus,mr,alias_observed,3,alias,alias,False,Q189290|Q372436|Q82955,Q1747689,same-QID observed-name provenance + lexical audit,extension,,foreign
q30487,Q30487,मिखाईल गोर्बाचोव,Mikhail Gorbachev,मिखाइल गोर्बाचेव,Mikhail Gorbachyov,mr,alias_observed,3,alias,alias,False,Q10800557|Q185351|Q188094|Q3578589|Q40348|Q82955,Q15180|Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q310376,Q310376,दिमित्री तुर्सुनोव,Dmitry Tursunov,दमित्री इगॉरेविच तुर्सुनोव्ह,Dmitry Igorevich Tursunov,mr,alias_observed,3,alias,alias,False,Q10833314,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q4168161,Q4168161,लुइस हारा,Luis Jara,लुइस जर,Luís Jara,mr,alias_observed,3,alias,alias,False,Q177220|Q947873,Q298,same-QID observed-name provenance + lexical audit,extension,,foreign
q5982945,Q5982945,इयान स्मिथ,Ian Smith,विव्हियन इयान स्मिथ,Vivian Ian Smith,mr,alias_observed,3,alias,alias,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q180535,Q180535,हुआन मार्तिन देल पोत्रो,Juan Martín del Potro,हुआन मार्टिन देल पोर्तो,Juan Martin Del Potro,mr,alias_observed,3,alias,alias,False,Q10833314,Q414,same-QID observed-name provenance + lexical audit,extension,,foreign
q48093,Q48093,निकोलाइ बुल्गॅनिन,Nikolai Bulganin,निकोलाइ अलेक्झांड्रोविच बुल्गॅनिन,Nikolai Alexandrovich Bulganin,mr,alias_observed,3,alias,alias,False,Q1328323|Q189290|Q806798|Q82955,Q15180|Q34266,same-QID observed-name provenance + lexical audit,extension,,foreign
q159169,Q159169,नर्गिस दत्त,Nargis Dutt,नर्गीस दत्त,Nargis Datt,mr,alias_observed,3,alias,alias,False,Q10800557|Q28389|Q33999|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q194439,Q194439,मार्कोस सेना,Marcos Senna,मार्कोस अँतोनियो सेना दा सिल्वा,Marcos Antonio Senna da Silva,mr,alias_observed,3,alias,alias,False,Q937857,Q155|Q29,same-QID observed-name provenance + lexical audit,extension,,foreign
q207817,Q207817,अमीर खुस्रो,Amir Khusrau,अमीर खुसरो,Amir Khusrow,mr,alias_observed,3,alias,alias,False,Q36180|Q4964182|Q49757|Q639669,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q122346,Q122346,हकान यकिन,Hakan Yakın,हकन यकीं,Hakan Yakin,mr,alias_observed,3,alias,alias,False,Q628099|Q937857,Q39|Q43,same-QID observed-name provenance + lexical audit,extension,,foreign
q7296749,Q7296749,रविंदू शाह,Ravindu Shah,रविंदू धीरजलाल शाह,Ravindu Dhirajlal Shah,mr,alias_observed,3,alias,alias,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q55713,Q55713,आनंद यादव,Anand Yadav,आनंद रतन यादव,Anand Ratan Yadav,mr,alias_observed,3,alias,alias,False,Q18814623|Q36180,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q34474,Q34474,अलेक्सांद्र सोल्झेनित्सिन,Aleksandr Solzhenitsyn,अलेक्सांद्र इसायेविच सोल्झेनित्सिन,Aleksandr Isayevich Solzhenitsyn,mr,alias_observed,3,alias,alias,False,Q12144794|Q15949613|Q17010072|Q201788|Q214917|Q2251335|Q28389|Q36180|Q37226|Q47064|Q49757|Q6051619|Q6625963|Q662729,Q15180|Q159|Q223050|Q2305208,same-QID observed-name provenance + lexical audit,extension,,foreign
q207426,Q207426,अलेहांद्रो टोलेदो,Alejandro Toledo,अलेहांद्रो सेलेस्तिनो टोलेडो मॅनरिके,Alejandro Celestino Toledo Manrique,mr,alias_observed,3,alias,alias,False,Q188094|Q19324694|Q82955|Q9379869,Q419,same-QID observed-name provenance + lexical audit,extension,,foreign
q3520841,Q3520841,चार्ल लँगेवेल्ड्ट,Charl Langeveldt,शार्ल केनेथ लँगेवेल्ड्ट,Charl Kenneth Langeveldt,mr,alias_observed,3,alias,alias,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q7193063,Q7193063,स्टिफन ओगोंजी टिकोलो,Stephen Ogonji Tikolo,स्टीव टिकोलो,Steve Tikolo,mr,alias_observed,3,alias,label,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q9038,Q9038,मुहम्मद इब्न मुसा अल-ख्वारिझ्मी,Muḥammad ibn Musa al-Khwarizmi,अल् ख्वारिज्मी,al-Khwarizmi,mr,alias_observed,3,alias,alias,False,Q11063|Q170790|Q201788|Q333634|Q4964182|Q901402,,same-QID observed-name provenance + lexical audit,extension,,foreign
q3528791,Q3528791,घोलम नौशेर,Gholam Nousher,घोलम मोहम्मद नौशेर,Gholam Mohammad Nousher,mr,alias_observed,3,alias,alias,False,Q12299841,Q843|Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q2480608,Q2480608,अजंथा मेंडीस,Ajantha Mendis,बलापुवडुगे अजंथा विन्स्लो मेंडिस,Balapuwaduge Ajantha Winslo Mendis,mr,alias_observed,3,alias,alias,False,Q12299841|Q47064,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q380623,Q380623,गो-त्सुचिमिकादो,Go-Tsuchimikado,गो-त्सुचिमिकाडो,Tsuchimikado II,mr,alias_observed,3,alias,alias,False,Q1097498,Q1154406|Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q41223,Q41223,बोरिस पास्तरनाक,Boris Pasternak,बोरिस लियोनिदोविच पास्तरनाक,Boris Leonidovich Pasternak,mr,alias_observed,3,alias,alias,False,Q12144794|Q135216826|Q214917|Q28389|Q333634|Q36180|Q36834|Q486748|Q49757|Q6625963|Q8178443,Q15180|Q34266,same-QID observed-name provenance + lexical audit,extension,,foreign
q3532470,Q3532470,दुलीप समरवीरा,Dulip Samaraweera,दुलीप प्रसन्ना समरवीरा,Dulip Prasanna Samaraweera,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q191957,Q191957,इग्नास पादेरेव्स्की,Ignacy Paderewski,इग्नास यान पादेरेव्स्की,Ignacy Jan Paderewski,mr,alias_observed,3,alias,label,False,Q14915627|Q16145150|Q193391|Q21680663|Q2285706|Q36834|Q486748|Q7330070|Q82955,Q145|Q212|Q30|Q36,same-QID observed-name provenance + lexical audit,extension,,foreign
q9488,Q9488,सचिन तेंडुलकर,Sachin Tendulkar,सचिन रमेश तेंदुलकर,Sachin Ramesh Tendulkar,mr,alias_observed,3,alias,alias,False,Q12299841|Q82955,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3345580,Q3345580,तमीम इक्बाल,Tamim Iqbal,तमीम इकबाल खान,Tamim Iqbal Khan,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q6913044,Q6913044,मोर्ने एंगेलब्रेख्ट,Morne Engelbrecht,मोर्ने इंगेल्ब्रेच्ट,Morné Engelbrecht,mr,alias_observed,3,alias,label,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q3529369,Q3529369,जयंत अमरसिंघे,Jayantha Amerasinghe,अमरसिंघे मुदलिगे जयंत गामिनी अमरसिंघे,Amerasinghe Mudalige Jayantha Gamini Amerasinghe,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
